,activity_type,date,title,distance,calories,time,avg_hr,max_hr,avg_cadence,max_cadence,avg_pace,best_pace,total_ascent,total_descent,avg_stride,moving_time,elapsed_time,min_elevation,max_elevation,temp,humidity,wind,year,month,elev_diff,pace_str,pace_min,pace_sec,avg_pace_int
271,Running,2018-07-27,Shawnee Running,6.01,608,00:54:11,164,183,168,182,9:01,7:30,114,151,1.06,00:53:03,01:03:09,762,904,88,33,7,2018,07,142,9:01,9,1,9.016666666666667
272,Running,2018-07-25,Shawnee Running,4.01,422,00:36:25,165,186,170,180,9:05,7:13,105,117,1.04,00:35:46,00:40:24,780,908,91,28,5,2018,07,128,9:05,9,5,9.083333333333334
273,Running,2018-07-23,Shawnee Running,5.01,561,00:46:09,170,188,166,182,9:13,6:43,106,145,1.05,00:45:07,00:51:59,764,905,88,46,10,2018,07,141,9:13,9,13,9.216666666666667
274,Running,2018-07-20,Shawnee Running,6.01,627,00:53:31,168,187,170,180,8:55,7:44,103,142,1.06,00:52:34,01:00:50,761,905,84,62,9,2018,07,144,8:55,8,55,8.916666666666666
275,Running,2018-07-18,Shawnee Running,4.0,445,00:37:28,168,188,166,184,9:22,6:54,123,122,1.03,00:36:32,00:44:54,781,908,81,84,7,2018,07,127,9:22,9,22,9.366666666666667
277,Running,2018-07-10,Shawnee Running,4.0,421,00:38:59,160,182,160,180,9:44,7:33,83,122,1.03,00:37:57,00:45:45,773,905,99,33,5,2018,07,132,9:44,9,44,9.733333333333333
278,Running,2018-07-06,Shawnee Running,4.01,433,00:37:41,166,186,164,180,9:24,7:10,108,132,1.05,00:37:01,00:41:39,780,904,93,44,9,2018,07,124,9:24,9,24,9.4
279,Running,2018-07-03,Shawnee Running,4.01,433,00:36:53,168,189,166,180,9:12,6:58,106,134,1.05,00:36:12,00:40:07,780,908,93,50,14,2018,07,128,9:12,9,12,9.2
281,Running,2018-06-27,Shawnee Running,3.0,317,00:28:23,162,186,164,178,9:27,5:56,101,134,1.04,00:27:49,00:31:02,780,915,93,56,12,2018,06,135,9:27,9,27,9.45
282,Running,2018-06-25,Shawnee Running,5.0,517,00:44:49,168,187,166,184,8:58,6:50,120,152,1.08,00:44:04,00:50:44,763,910,84,48,14,2018,06,147,8:58,8,58,8.966666666666667
283,Running,2018-06-22,Shawnee Running,6.01,583,00:52:40,163,191,170,184,8:46,6:44,106,142,1.08,00:51:46,00:56:55,762,906,72,73,10,2018,06,144,8:46,8,46,8.766666666666667
284,Running,2018-06-19,Shawnee Running,6.01,620,00:55:23,165,185,166,180,9:13,6:45,172,181,1.05,00:54:23,01:01:48,762,907,81,70,6,2018,06,145,9:13,9,13,9.216666666666667
285,Running,2018-06-13,Shawnee Running,4.01,391,00:34:53,164,183,170,184,8:43,7:16,115,130,1.08,00:34:31,00:39:12,780,907,84,52,9,2018,06,127,8:43,8,43,8.716666666666667
286,Running,2018-06-12,Shawnee Running,5.01,536,00:44:53,171,189,168,180,8:58,7:30,100,145,1.07,00:44:03,00:50:17,763,911,86,59,0,2018,06,148,8:58,8,58,8.966666666666667
287,Running,2018-06-10,Shawnee Running,4.01,426,00:35:36,172,187,166,176,8:53,7:28,133,136,1.09,00:35:06,00:37:10,780,906,90,49,10,2018,06,126,8:53,8,53,8.883333333333333
288,Running,2018-06-05,Shawnee Running,5.01,534,00:47:26,167,186,162,180,9:28,7:22,118,147,1.05,00:46:23,00:50:57,762,906,88,43,6,2018,06,144,9:28,9,28,9.466666666666667
289,Running,2018-06-04,Shawnee Running,4.01,413,00:35:06,170,185,168,178,8:45,7:36,112,114,1.09,00:34:34,00:38:07,780,907,81,42,10,2018,06,127,8:45,8,45,8.75
290,Running,2018-05-30,Shawnee Running,4.01,403,00:35:30,167,187,168,184,8:51,6:56,121,121,1.09,00:34:37,00:42:05,780,904,88,46,13,2018,05,124,8:51,8,51,8.85
291,Running,2018-05-29,Shawnee Running,4.01,420,00:39:13,162,185,158,182,9:47,7:45,112,129,1.04,00:38:22,00:42:28,780,904,91,41,9,2018,05,124,9:47,9,47,9.783333333333333
292,Running,2018-05-25,Shawnee Running,6.01,626,00:54:36,170,188,166,208,9:05,6:58,117,150,1.07,00:53:55,00:58:26,762,903,84,52,12,2018,05,141,9:05,9,5,9.083333333333334
293,Running,2018-05-22,Shawnee Running,4.01,404,00:38:07,162,187,162,180,9:30,6:59,124,134,1.05,00:37:01,00:42:17,781,905,84,52,10,2018,05,124,9:30,9,30,9.5
294,Running,2018-05-21,Shawnee Running,5.01,506,00:44:03,172,192,170,180,8:48,7:23,111,139,1.07,00:43:15,00:48:44,763,903,73,61,3,2018,05,140,8:48,8,48,8.8
295,Running,2018-05-15,Shawnee Running,4.0,384,00:35:05,167,189,170,180,8:46,6:55,116,117,1.08,00:34:17,00:37:49,780,907,81,62,10,2018,05,127,8:46,8,46,8.766666666666667
296,Running,2018-05-14,Shawnee Running,5.01,468,00:42:56,168,188,170,182,8:34,6:10,106,145,1.1,00:42:07,00:47:38,765,908,81,70,7,2018,05,143,8:34,8,34,8.566666666666666
297,Running,2018-05-08,Shawnee Running,4.01,374,00:35:06,166,186,168,180,8:45,7:18,119,116,1.1,00:34:12,00:40:42,780,907,84,43,10,2018,05,127,8:45,8,45,8.75
298,Running,2018-05-07,Shawnee Running,5.06,500,00:47:38,165,185,162,178,9:24,6:49,121,143,1.06,00:46:49,00:51:39,765,905,84,29,6,2018,05,140,9:24,9,24,9.4
299,Running,2018-05-05,Kansas City Running,3.19,285,00:25:28,171,186,172,180,7:59,7:04,105,94,1.17,00:25:26,00:25:39,830,953,61,72,0,2018,05,123,7:59,7,59,7.983333333333333
300,Running,2018-05-02,Shawnee Running,4.01,374,00:35:44,169,184,166,178,8:55,6:49,109,122,1.08,00:34:58,00:39:12,780,909,81,62,16,2018,05,129,8:55,8,55,8.916666666666666
301,Running,2018-04-30,Shawnee Running,4.01,391,00:35:23,166,184,164,178,8:50,0:29,114,124,1.11,00:35:23,00:39:40,780,904,81,32,28,2018,04,124,8:50,8,50,8.833333333333334
302,Running,2018-04-27,Shawnee Running,4.0,389,00:34:56,165,189,164,180,8:44,6:52,106,133,1.12,00:34:53,00:38:45,780,904,73,25,14,2018,04,124,8:44,8,44,8.733333333333333
303,Running,2018-04-23,Shawnee Running,5.01,500,00:45:33,164,180,166,196,9:05,6:14,102,131,1.07,00:45:30,00:49:37,765,902,75,22,13,2018,04,137,9:05,9,5,9.083333333333334
304,Running,2018-04-20,Shawnee Running,5.0,489,00:43:53,164,185,168,182,8:46,6:44,110,150,1.09,00:43:51,00:46:33,765,906,63,25,13,2018,04,141,8:46,8,46,8.766666666666667
305,Running,2018-04-17,Shawnee Running,4.0,376,00:34:28,161,185,170,186,8:37,6:47,97,117,1.1,00:34:28,00:37:35,780,905,66,40,10,2018,04,125,8:37,8,37,8.616666666666667
306,Running,2018-04-16,Shawnee Running,5.01,468,00:42:43,161,188,170,236,8:32,7:05,98,138,1.11,00:42:42,00:46:16,765,903,50,40,3,2018,04,138,8:32,8,32,8.533333333333333
307,Running,2018-04-10,Shawnee Running,5.0,496,00:43:45,166,194,166,192,8:45,6:45,107,141,1.1,00:43:33,00:49:56,765,905,61,39,16,2018,04,140,8:45,8,45,8.75
308,Running,2018-04-09,Shawnee Running,5.01,494,00:41:59,168,197,170,186,8:23,6:36,108,136,1.12,00:41:59,00:45:59,765,905,46,66,12,2018,04,140,8:23,8,23,8.383333333333333
309,Running,2018-04-04,Shawnee Running,6.0,550,00:50:53,157,184,170,184,8:28,6:44,103,132,1.11,00:50:51,00:54:56,762,907,43,36,12,2018,04,145,8:28,8,28,8.466666666666667
310,Running,2018-03-30,Shawnee Running,5.0,477,00:42:00,163,185,168,192,8:24,6:38,106,140,1.14,00:42:00,00:44:30,765,904,55,38,6,2018,03,139,8:24,8,24,8.4
311,Running,2018-03-27,Shawnee Running,5.01,463,00:41:37,160,190,170,186,8:19,6:35,111,140,1.13,00:41:37,00:44:59,765,906,45,76,12,2018,03,141,8:19,8,19,8.316666666666666
312,Running,2018-03-23,Shawnee Running,4.0,360,00:33:32,157,189,170,188,8:22,6:09,131,134,1.13,00:33:33,00:38:36,780,905,61,55,17,2018,03,125,8:22,8,22,8.366666666666667
313,Running,2018-03-14,Shawnee Running,4.01,401,00:35:09,163,187,166,192,8:46,6:12,116,122,1.1,00:35:08,00:39:20,780,909,64,18,21,2018,03,129,8:46,8,46,8.766666666666667
314,Running,2018-03-12,Shawnee Running,5.01,466,00:44:28,155,182,164,240,8:53,6:52,107,135,1.1,00:44:28,00:46:46,765,905,52,32,8,2018,03,140,8:53,8,53,8.883333333333333
315,Running,2018-03-09,Shawnee Running,5.01,472,00:43:44,160,186,166,182,8:44,6:57,107,135,1.11,00:43:44,00:47:25,765,906,61,31,3,2018,03,141,8:44,8,44,8.733333333333333
316,Running,2018-03-05,Shawnee Running,4.0,354,00:34:21,156,189,168,234,8:35,6:36,126,129,1.12,00:34:12,00:38:01,780,907,54,19,24,2018,03,127,8:35,8,35,8.583333333333334
317,Running,2018-03-02,Shawnee Running,4.0,386,00:34:07,168,191,168,190,8:31,6:31,126,128,1.12,00:34:07,00:39:05,780,906,59,23,20,2018,03,126,8:31,8,31,8.516666666666667
318,Running,2018-02-26,Shawnee Running,4.0,384,00:36:44,159,185,162,182,9:10,3:44,113,120,1.08,00:36:41,00:39:23,780,907,61,22,10,2018,02,127,9:10,9,10,9.166666666666666
319,Running,2018-02-25,Shawnee Running,4.0,386,00:35:44,162,185,166,186,8:56,6:37,117,118,1.09,00:35:44,00:39:12,780,905,50,34,7,2018,02,125,8:56,8,56,8.933333333333334
320,Running,2018-02-13,Shawnee Running,4.0,380,00:34:14,165,192,170,190,8:33,6:27,122,124,1.11,00:34:14,00:40:02,778,913,46,13,13,2018,02,135,8:33,8,33,8.55
321,Running,2018-02-12,Shawnee Running,4.01,418,00:35:50,169,185,166,184,8:57,6:38,120,119,1.08,00:35:44,00:38:46,780,905,36,35,13,2018,02,125,8:57,8,57,8.95
322,Running,2018-01-30,Shawnee Running,4.01,433,00:35:54,168,190,168,184,8:58,6:31,122,118,1.07,00:35:54,00:37:47,781,907,48,32,23,2018,01,126,8:58,8,58,8.966666666666667
323,Running,2018-01-29,Shawnee Running,3.01,270,00:26:30,148,180,166,184,8:49,6:36,98,125,1.1,00:26:30,00:30:21,781,905,30,43,3,2018,01,124,8:49,8,49,8.816666666666666
324,Running,2018-01-09,Shawnee Running,3.02,219,00:25:48,133,165,170,184,8:33,7:08,105,118,1.1,00:25:48,00:29:36,780,905,39,87,13,2018,01,125,8:33,8,33,8.55
325,Running,2017-12-20,Shawnee Running,4.01,355,00:33:48,155,186,170,186,8:26,7:02,99,115,1.12,00:33:48,00:36:00,780,903,41,56,7,2017,12,123,8:26,8,26,8.433333333333334
326,Running,2017-12-15,Shawnee Running,4.0,407,00:35:16,167,182,166,194,8:49,7:05,115,124,1.1,00:35:15,00:37:28,780,905,45,39,14,2017,12,125,8:49,8,49,8.816666666666666
327,Running,2017-12-05,Shawnee Running,4.01,322,00:33:21,148,174,170,186,8:19,6:19,125,124,1.13,00:33:18,00:37:11,780,906,45,24,12,2017,12,126,8:19,8,19,8.316666666666666
328,Running,2017-12-03,Shawnee Running,5.01,476,00:44:33,160,191,164,186,8:54,6:26,115,147,1.1,00:44:33,00:49:27,765,905,70,60,16,2017,12,140,8:54,8,54,8.9
329,Running,2017-12-01,Shawnee Running,4.01,378,00:34:15,164,184,170,234,8:33,6:48,119,118,1.1,00:34:14,00:38:13,779,904,57,36,12,2017,12,125,8:33,8,33,8.55
330,Running,2017-11-27,Shawnee Running,5.01,501,00:44:42,165,184,164,186,8:56,6:42,106,131,1.1,00:44:34,00:48:13,764,903,66,49,16,2017,11,139,8:56,8,56,8.933333333333334
331,Running,2017-11-15,Shawnee Running,3.01,259,00:24:54,156,185,172,236,8:17,6:29,95,132,1.13,00:24:50,00:29:03,781,913,52,50,8,2017,11,132,8:17,8,17,8.283333333333333
332,Running,2017-11-13,Shawnee Running,5.01,371,00:42:19,142,187,172,190,8:27,6:53,103,131,1.11,00:42:19,00:45:09,765,905,50,76,8,2017,11,140,8:27,8,27,8.45
333,Running,2017-11-07,Shawnee Running,5.02,447,00:42:11,164,186,172,198,8:25,5:07,92,131,1.11,00:42:12,00:47:43,765,903,45,57,12,2017,11,138,8:25,8,25,8.416666666666666
334,Running,2017-11-05,Shawnee Running,6.0,576,00:51:55,169,187,172,190,8:39,6:05,127,144,1.09,00:51:53,00:54:01,763,907,52,71,17,2017,11,144,8:39,8,39,8.65
335,Running,2017-10-30,Shawnee Running,4.0,386,00:33:58,170,189,170,184,8:29,6:42,127,131,1.11,00:33:58,00:36:12,779,908,48,37,20,2017,10,129,8:29,8,29,8.483333333333333
336,Running,2017-10-28,Shawnee Running,4.01,368,00:34:26,161,190,170,182,8:35,6:48,116,118,1.11,00:34:26,00:37:52,780,907,48,27,10,2017,10,127,8:35,8,35,8.583333333333334
337,Running,2017-10-25,Shawnee Running,3.01,270,00:25:55,157,189,170,182,8:37,7:05,102,125,1.1,00:25:48,00:28:02,780,905,64,42,5,2017,10,125,8:37,8,37,8.616666666666667
338,Running,2017-10-16,Shawnee Running,5.01,459,00:43:59,163,190,168,186,8:47,6:35,109,151,1.09,00:43:59,00:50:17,762,905,68,40,12,2017,10,143,8:47,8,47,8.783333333333333
339,Running,2017-10-11,Shawnee Running,5.01,463,00:41:53,170,190,170,238,8:22,6:36,124,140,1.13,00:41:53,00:44:29,770,901,63,55,0,2017,10,131,8:22,8,22,8.366666666666667
340,Running,2017-10-08,Shawnee Running,3.66,344,00:30:43,172,189,170,182,8:23,6:34,120,88,1.13,00:30:43,00:31:53,780,903,77,39,7,2017,10,123,8:23,8,23,8.383333333333333
341,Running,2017-09-18,Shawnee Running,4.3,390,00:37:18,166,188,168,182,8:40,6:28,108,136,1.1,00:37:18,00:42:11,773,905,73,78,10,2017,09,132,8:40,8,40,8.666666666666666
342,Running,2017-09-12,Shawnee Running,5.01,461,00:44:28,167,189,170,182,8:52,6:59,96,132,1.07,00:44:28,00:48:34,765,905,75,41,10,2017,09,140,8:52,8,52,8.866666666666667
343,Running,2017-09-06,Shawnee Running,3.01,264,00:26:08,162,180,170,186,8:41,7:01,92,115,1.09,00:26:03,00:27:54,780,904,72,41,10,2017,09,124,8:41,8,41,8.683333333333334
344,Running,2017-09-04,Shawnee Running,4.02,403,00:37:42,169,189,166,180,9:23,7:32,109,123,1.04,00:37:37,00:39:56,780,910,86,59,13,2017,09,130,9:23,9,23,9.383333333333333
345,Running,2017-09-01,Shawnee Running,10.01,956,01:31:49,167,183,170,190,9:11,7:22,205,230,1.03,01:31:49,01:38:37,757,905,79,51,0,2017,09,148,9:11,9,11,9.183333333333334
346,Running,2017-08-30,Shawnee Running,6.68,644,01:00:04,168,188,170,188,9:00,7:20,169,180,1.05,01:00:04,01:03:36,761,905,82,48,9,2017,08,144,9:00,9,0,9.0
347,Running,2017-08-28,Shawnee Running,6.01,562,00:53:16,167,184,170,182,8:52,7:27,141,149,1.06,00:53:07,00:57:54,761,903,79,51,10,2017,08,142,8:52,8,52,8.866666666666667
348,Running,2017-08-25,Shawnee Running,10.01,951,01:34:51,165,184,166,186,9:29,7:20,192,211,1.02,01:34:51,01:40:25,758,903,81,51,13,2017,08,145,9:29,9,29,9.483333333333333
349,Running,2017-08-23,Shawnee Running,6.01,587,00:54:47,168,187,170,178,9:07,7:22,112,139,1.04,00:54:43,00:57:40,762,905,81,42,6,2017,08,143,9:07,9,7,9.116666666666667
350,Running,2017-08-22,Shawnee Running,6.01,589,00:55:41,166,183,166,180,9:16,7:17,161,189,1.04,00:55:37,01:01:33,762,902,79,61,13,2017,08,140,9:16,9,16,9.266666666666667
351,Running,2017-08-16,Shawnee Running,3.0,259,00:25:37,159,185,170,188,8:32,6:42,87,133,1.11,00:25:36,00:28:39,780,925,77,94,5,2017,08,145,8:32,8,32,8.533333333333333
352,Running,2017-08-14,Shawnee Running,4.0,376,00:37:19,161,180,166,176,9:19,6:56,120,123,1.04,00:37:19,00:41:41,780,906,84,66,8,2017,08,126,9:19,9,19,9.316666666666666
353,Running,2017-08-10,Shawnee Running,4.34,405,00:40:04,161,180,168,178,9:14,7:05,101,133,1.04,00:40:04,00:42:47,773,906,84,62,0,2017,08,133,9:14,9,14,9.233333333333333
354,Running,2017-08-09,Shawnee Running,9.0,865,01:22:08,167,194,168,238,9:07,6:54,148,179,1.05,01:22:09,01:24:46,759,905,79,65,7,2017,08,146,9:07,9,7,9.116666666666667
355,Running,2017-08-07,Shawnee Running,6.01,566,00:53:30,167,184,168,180,8:54,6:49,107,142,1.07,00:53:30,00:56:29,762,905,77,65,8,2017,08,143,8:54,8,54,8.9
356,Running,2017-08-04,Shawnee Running,9.01,855,01:22:14,166,185,168,180,9:08,7:10,193,220,1.05,01:22:12,01:28:04,758,905,75,44,3,2017,08,147,9:08,9,8,9.133333333333333
357,Running,2017-08-02,Shawnee Running,5.02,474,00:45:42,164,185,168,182,9:06,7:07,100,142,1.06,00:45:39,00:51:55,765,905,86,46,5,2017,08,140,9:06,9,6,9.1
